user_id,purchase_count
479989,15
220203,15
223349,15
848763,14
304633,14
455430,14
367158,14
134580,14
762761,14
290985,14
289959,14
812433,14
234561,14
723174,14
579770,14
735768,14
17293,14
856829,14
295069,14
26892,14
901868,14
359232,14
859301,14
751304,14
858981,14
863544,14
603079,14
474017,14
378720,14
41413,14
772640,14
48265,14
952005,14
819939,14
120618,14
985810,14
847614,14
95969,14
318131,14
373206,14
482804,14
927813,14
180000,14
553793,14
782538,14
635670,14
749104,14
428991,14
792973,14
238186,14
229092,14
859193,14
741634,14
908932,14
842784,14
497208,14
778579,14
772324,14
998563,14
12161,14
16001,14
782929,14
703973,14
803556,14
579009,14
778693,14
268448,14
247472,14
637090,14
134055,14
424928,14
975206,14
347747,14
361170,14
200837,14
855337,14
492743,14
353444,14
383020,14
317664,14
535956,14
764889,14
728515,14
644515,14
410195,14
140422,14
334035,14
544676,14
866643,14
314314,14
86713,14
993059,14
140637,14
762065,14
991099,14
380911,14
968796,14
621800,14
79270,14
181974,14
309168,14
190077,14
764513,14
976802,13
89541,13
87081,13
248535,13
893281,13
276572,13
492384,13
121838,13
331152,13
473214,13
295662,13
840452,13
722597,13
670997,13
309974,13
150479,13
429934,13
645325,13
505850,13
203917,13
868765,13
116579,13
584801,13
391676,13
498459,13
646351,13
51748,13
484300,13
954426,13
159101,13
140406,13
577334,13
929596,13
7498,13
591962,13
32023,13
101608,13
931865,13
565950,13
486471,13
502334,13
892326,13
90365,13
262593,13
513013,13
771751,13
478753,13
617032,13
530200,13
734177,13
870203,13
394361,13
802624,13
228100,13
648369,13
77525,13
61795,13
777366,13
452119,13
755942,13
517328,13
401916,13
41159,13
962297,13
911002,13
477684,13
799977,13
820347,13
238181,13
809337,13
732886,13
335198,13
441830,13
78309,13
312230,13
269624,13
752823,13
527269,13
428290,13
871131,13
305494,13
991702,13
262112,13
602569,13
261517,13
136859,13
586467,13
500817,13
997360,13
155158,13
987653,13
594016,13
426041,13
796073,13
729945,13
637692,13
106247,13
990544,13
557302,13
267875,13
993019,13
71691,13
332082,13
271077,13
429540,13
523381,13
172028,13
500850,13
603822,13
733593,13
808220,13
333165,13
915123,13
958329,13
544756,13
76139,13
952171,13
266613,13
115811,13
248396,13
754765,13
905722,13
762525,13
593000,13
897249,13
482842,13
889327,13
58871,13
4472,12
270203,12
210086,12
828375,12
944281,12
243703,12
200330,12
752629,12
448198,12
138427,12
21555,12
943492,12
588132,12
198587,12
130782,12
335672,12
470639,12
49273,12
858204,12
740773,12
601487,12
68475,12
107556,12
143830,12
308004,12
14286,12
456267,12
374461,12
867459,12
639652,12
383807,12
606519,12
845138,12
836131,12
322199,12
593351,12
618461,12
360189,12
252809,12
910922,12
398819,12
942693,12
824524,12
691813,12
773394,12
768039,12
382232,12
591988,12
810378,12
923398,12
284664,12
631724,12
96530,12
274539,12
488736,12
811342,12
800361,12
673553,12
662466,12
232353,12
309480,12
516917,12
483064,12
178137,12
684117,12
705237,12
340876,12
96140,12
759495,12
41280,12
78104,12
291007,12
45159,12
124143,12
615555,12
776452,12
715534,12
71338,12
934646,12
828537,12
523457,12
34188,12
432533,12
920946,12
586056,12
146771,12
471090,12
319497,12
15276,12
990235,12
967156,12
721821,12
229544,12
582290,12
551640,12
53606,12
182971,12
580068,12
525214,12
190641,12
310960,12
395691,12
10401,12
408410,12
598586,12
666508,12
377141,12
226164,12
16312,12
184044,12
262397,12
699733,12
794005,12
130401,12
998194,12
854789,12
61115,12
647640,12
540884,12
218522,12
567315,12
208945,12
748194,12
852349,12
229718,12
410399,12
723842,12
970467,12
397773,12
457989,12
117613,12
689426,12
911281,12
137241,12
714769,12
639521,12
401479,12
936252,12
860073,12
282521,12
536638,12
406865,12
516601,12
869368,12
480611,12
378553,12
399645,12
482082,12
506643,12
786117,12
407375,12
640417,12
649434,12
871986,12
610914,12
276186,11
390300,11
766361,11
752510,11
411872,11
285589,11
616181,11
419559,11
789124,11
356655,11
685291,11
728392,11
303847,11
714474,11
166318,11
800396,11
360506,11
796775,11
567107,11
268897,11
138244,11
820080,11
479789,11
72963,11
741924,11
846934,11
619837,11
392871,11
532998,11
569995,11
766295,11
112304,11
220049,11
594921,11
487526,11
977243,11
996183,11
569328,11
31347,11
670198,11
123373,11
134521,11
460284,11
546705,11
650813,11
722681,11
334479,11
140456,11
151698,11
188989,11
494546,11
399004,11
509541,11
164551,11
460119,11
660195,11
792209,11
343315,11
905784,11
896742,11
332086,11
572452,11
510393,11
454313,11
984638,11
914961,11
564978,11
441521,11
890408,11
881924,11
884651,11
889757,11
512113,11
896478,11
243921,11
456163,11
266462,11
553876,11
616928,11
820575,11
807129,11
413668,11
624501,11
832321,11
955388,11
646844,11
876778,11
96832,11
360542,11
311717,11
404843,11
819173,11
614187,11
902030,11
95137,11
947821,11
579368,11
829962,11
825768,11
874345,11
644888,11
160450,11
284960,11
507493,11
39231,11
104205,11
477583,11
262156,11
436146,11
835278,11
100751,11
721472,11
113893,11
78963,11
616268,11
560661,11
683558,11
738630,11
831411,11
386063,11
271046,11
134147,11
273985,11
970369,11
220676,11
26196,11
76598,11
954861,11
820028,11
807357,11
369440,11
392649,11
853126,11
53519,11
425647,11
666423,11
772345,11
831086,11
733652,11
584837,11
657330,11
585785,11
573806,11
218780,11
805713,11
390032,11
432828,11
531158,11
893909,11
125418,11
443774,11
73816,11
574571,11
17170,11
753165,11
245787,11
323513,11
454294,11
452401,11
258570,11
999183,11
235477,11
836122,11
600534,11
99688,11
277608,11
141416,11
946060,11
443596,11
75616,11
397386,11
602320,11
450724,11
60238,11
870429,11
434942,11
381771,11
545454,11
467250,11
510438,11
230384,11
960473,11
127857,11
862264,11
41263,11
703951,11
849315,11
974098,11
946684,11
779536,11
404034,11
396073,11
840069,10
578894,10
935985,10
360426,10
84770,10
840105,10
957228,10
338011,10
420900,10
297985,10
832158,10
893015,10
520431,10
38593,10
967183,10
738874,10
624855,10
12528,10
919619,10
408552,10
44592,10
401021,10
231410,10
214199,10
557655,10
921596,10
566690,10
838784,10
71731,10
519898,10
509041,10
167512,10
809944,10
708272,10
789815,10
80042,10
977932,10
641469,10
168727,10
718830,10
513470,10
862077,10
601986,10
794873,10
358809,10
85322,10
546344,10
843877,10
369543,10
179583,10
2105,10
106832,10
857793,10
742650,10
796374,10
286221,10
990369,10
36587,10
232636,10
356530,10
336958,10
899599,10
78808,10
342905,10
153545,10
11603,10
39172,10
131947,10
975990,10
257763,10
90224,10
751559,10
944546,10
983303,10
237342,10
489631,10
56660,10
145294,10
340020,10
339506,10
942667,10
342298,10
875119,10
456878,10
270822,10
814687,10
335054,10
268035,10
474493,10
991579,10
778433,10
284546,10
404901,10
502589,10
44702,10
840347,10
585640,10
960002,10
214761,10
663792,10
793239,10
129863,10
959399,10
217963,10
671701,10
35389,10
271332,10
679155,10
53764,10
272395,10
715192,10
589916,10
315096,10
222962,10
634115,10
603604,10
551741,10
978431,10
219679,10
771439,10
171664,10
176107,10
960577,10
835735,10
765831,10
597738,10
510868,10
987373,10
373146,10
230133,10
432972,10
890906,10
650479,10
952452,10
321962,10
65228,10
344217,10
562831,10
561592,10
290431,10
141869,10
399524,10
683587,10
133619,10
197600,10
971905,10
858176,10
698553,10
378981,10
585460,10
566676,10
278989,10
124088,10
679279,10
377628,10
116347,10
860056,10
259225,10
475179,10
337546,10
416568,10
855854,10
200331,10
236120,10
663413,10
337276,10
90666,10
550499,10
511128,10
472329,10
499705,10
139855,10
605834,10
252690,10
727936,10
103021,10
795861,10
106273,10
509529,10
835981,10
446279,10
607513,10
408838,10
294195,10
175980,10
112237,10
808103,10
697785,10
13302,10
111231,10
967357,10
769541,10
988485,10
517738,10
427110,10
113090,10
117809,10
762464,10
472209,10
715749,10
245087,10
745391,10
511561,10
654187,10
260686,10
112320,10
683113,10
849889,10
649422,10
815942,10
622167,10
11051,10
466483,10
89766,10
656078,10
111436,10
249269,10
449600,10
664788,10
947567,10
324761,10
463455,10
968500,10
766154,10
192415,10
764146,10
491875,10
602384,10
892134,10
5271,10
23982,10
483798,10
866570,10
60451,10
623315,10
337911,10
592633,10
639466,10
21347,10
822435,10
12481,10
149164,10
936496,10
859574,10
909498,10
836813,10
542977,10
258496,10
708907,10
606187,10
513790,10
936019,10
335469,10
743485,10
676851,10
18669,10
317524,10
667365,10
380139,10
582173,10
504685,10
418811,10
354985,10
100215,10
393035,9
136028,9
396294,9
384779,9
988278,9
953332,9
210799,9
284717,9
992004,9
93949,9
623308,9
937022,9
628767,9
965150,9
494661,9
675985,9
254759,9
85712,9
906553,9
873414,9
774460,9
91674,9
177811,9
208485,9
994906,9
902780,9
7357,9
925264,9
914596,9
123208,9
673753,9
60354,9
522525,9
202610,9
418631,9
104399,9
28619,9
671670,9
199646,9
547344,9
161070,9
322599,9
485953,9
347450,9
861080,9
867054,9
51600,9
221642,9
53427,9
391601,9
457642,9
385574,9
624182,9
350046,9
906843,9
892131,9
49971,9
751823,9
577260,9
611681,9
294298,9
241961,9
551923,9
920220,9
997237,9
752660,9
112699,9
802403,9
528075,9
675217,9
949885,9
412461,9
289088,9
842081,9
115430,9
378517,9
755121,9
545294,9
424984,9
222354,9
540017,9
263302,9
679535,9
73372,9
944809,9
15257,9
855336,9
170188,9
443914,9
844108,9
511377,9
553521,9
853445,9
11488,9
759825,9
809730,9
977857,9
401237,9
748583,9
160075,9
997189,9
681734,9
751969,9
1434,9
933331,9
245532,9
788209,9
758006,9
174505,9
299742,9
59256,9
962275,9
770734,9
929918,9
250109,9
707223,9
827380,9
630599,9
485490,9
688986,9
261187,9
887429,9
834317,9
85464,9
256555,9
452389,9
623219,9
896524,9
947774,9
431314,9
256838,9
733052,9
190873,9
450522,9
207202,9
809375,9
798932,9
455442,9
105716,9
441595,9
988451,9
713408,9
67134,9
823876,9
428230,9
552229,9
787538,9
903286,9
752238,9
76612,9
396079,9
361493,9
14475,9
504125,9
400533,9
784760,9
201346,9
257514,9
55479,9
956256,9
409585,9
726382,9
781468,9
133640,9
24196,9
598638,9
331124,9
461738,9
241185,9
698131,9
159693,9
817090,9
58861,9
95559,9
532569,9
266435,9
479002,9
884509,9
842215,9
439490,9
436056,9
908750,9
719879,9
827209,9
132745,9
110541,9
766301,9
53475,9
834055,9
785824,9
870298,9
669262,9
137271,9
705935,9
178320,9
585359,9
175829,9
87735,9
844680,9
411462,9
703110,9
972877,9
726591,9
974490,9
298455,9
665334,9
666966,9
127976,9
4443,9
160331,9
764329,9
41736,9
324148,9
480652,9
717209,9
964679,9
860233,9
751623,9
608527,9
143585,9
425422,9
182823,9
822937,9
977618,9
282128,9
362807,9
524285,9
6733,9
212893,9
704632,9
837563,9
860311,9
845087,9
765998,9
902853,9
70511,9
360382,9
499439,9
350442,9
154585,9
252389,9
912527,9
599537,9
837704,9
627389,9
414059,9
732513,9
238967,9
898747,9
30261,9
724250,9
808969,9
786336,9
97590,9
459073,9
643071,9
870415,9
728691,9
983817,9
112850,9
215787,9
512031,9
588112,9
263445,9
950711,9
209279,9
157178,9
32851,9
730774,9
795369,9
357034,9
783562,9
689605,9
630885,9
21450,9
687301,9
660083,9
323984,9
776151,9
786787,9
769863,9
738397,9
476279,9
977753,9
222557,9
818865,9
249897,9
103573,9
982657,9
109006,9
221407,9
371175,9
34123,9
920682,9
212268,9
987778,9
360214,9
998923,9
922659,9
182536,9
109247,9
625736,9
337040,9
985341,9
704181,9
447045,9
551158,9
268942,9
526392,9
2968,9
918185,9
452567,8
387681,8
416781,8
670232,8
991757,8
803121,8
536340,8
713599,8
407462,8
220055,8
8275,8
566159,8
671844,8
807925,8
360855,8
265354,8
299859,8
632800,8
417221,8
84023,8
956947,8
626201,8
360456,8
728539,8
765780,8
798983,8
776917,8
654423,8
585892,8
67003,8
170650,8
848226,8
876243,8
141843,8
797331,8
469700,8
863295,8
520202,8
291644,8
668049,8
616159,8
978145,8
36826,8
856896,8
768854,8
785937,8
901676,8
252903,8
778157,8
994448,8
126843,8
553081,8
334433,8
634575,8
45235,8
846510,8
19365,8
331143,8
497042,8
118054,8
950354,8
472077,8
148894,8
342984,8
121429,8
702753,8
669649,8
756906,8
357816,8
976018,8
280185,8
778498,8
580292,8
378358,8
734461,8
790012,8
592732,8
949207,8
271494,8
859584,8
957130,8
943928,8
126768,8
354380,8
339227,8
58567,8
346691,8
432382,8
876058,8
545583,8
787248,8
925056,8
744106,8
978067,8
234262,8
241666,8
530458,8
634844,8
829667,8
54170,8
421035,8
545759,8
397778,8
639720,8
840990,8
574712,8
102323,8
11521,8
710205,8
741973,8
19589,8
412685,8
329912,8
574710,8
725634,8
213210,8
983417,8
227889,8
268885,8
275903,8
181859,8
534572,8
112186,8
909642,8
847743,8
909720,8
951657,8
264262,8
877459,8
251624,8
875187,8
881158,8
484269,8
753907,8
87074,8
797705,8
208107,8
986221,8
221789,8
569450,8
228968,8
257471,8
859540,8
960732,8
155299,8
774673,8
91981,8
679861,8
174217,8
295317,8
731365,8
672447,8
987028,8
305575,8
595818,8
136276,8
272742,8
99717,8
634637,8
174753,8
625741,8
598247,8
242004,8
681662,8
246002,8
871911,8
818550,8
125457,8
695721,8
401955,8
38037,8
920816,8
97009,8
835883,8
839187,8
782453,8
100540,8
774231,8
109577,8
681442,8
9894,8
933313,8
67784,8
49328,8
258283,8
262888,8
740724,8
15177,8
692417,8
482495,8
216286,8
622357,8
835579,8
88075,8
78535,8
727571,8
589944,8
71927,8
14390,8
549930,8
330707,8
15761,8
490297,8
73760,8
384414,8
470424,8
1023,8
725942,8
245583,8
110200,8
801979,8
679248,8
658923,8
95722,8
8331,8
744032,8
548221,8
785643,8
207078,8
35185,8
431013,8
549227,8
851813,8
206742,8
819524,8
832571,8
261453,8
889950,8
754301,8
131714,8
999431,8
266982,8
204446,8
453252,8
454572,8
418887,8
773847,8
714738,8
6231,8
821598,8
378829,8
991902,8
563405,8
578131,8
36491,8
684584,8
905493,8
690304,8
127755,8
365910,8
514268,8
423728,8
165275,8
158306,8
75044,8
950059,8
554053,8
426277,8
733565,8
758806,8
655250,8
251229,8
899804,8
422673,8
714541,8
240639,8
134900,8
91335,8
605851,8
135540,8
600821,8
799857,8
52166,8
606242,8
920448,8
648145,8
172287,8
952829,8
584385,8
924610,8
430673,8
713854,8
947618,8
585690,8
602351,8
369893,8
865223,8
505636,8
508479,8
139311,8
635537,8
546983,8
602595,8
240007,8
695140,8
966011,8
904809,8
310136,8
389006,8
366790,8
447447,8
416463,8
64198,8
648913,8
634827,8
949650,8
975050,8
725216,8
667289,8
994525,8
360887,8
123667,8
49613,8
730203,8
957319,8
833382,8
690221,8
589909,8
778507,8
305270,8
568862,8
292233,8
951505,8
422740,8
667157,8
452671,8
577387,8
354525,8
382664,8
228524,8
485065,8
174928,8
578847,8
677193,8
333251,8
497266,8
685283,8
986166,8
847671,8
472635,8
923187,8
606384,8
938340,8
508705,8
871217,8
985014,8
107884,8
517844,8
269726,8
915353,8
789084,8
777779,8
539172,8
836374,8
399085,8
935589,8
696252,8
785381,8
641325,8
542778,8
359135,8
783248,8
499011,8
505886,8
374642,8
829015,8
178641,8
978921,8
881779,8
101458,8
675307,8
665512,8
451105,8
360239,8
886251,8
189659,8
507398,8
990405,8
430513,8
376353,8
911576,8
519999,8
757851,8
716962,8
469873,8
437575,8
961320,8
490968,8
136376,8
777741,8
450102,8
908082,8
451374,8
500571,8
16937,8
169092,8
251238,8
80707,8
222449,8
417227,8
363762,8
184936,8
603534,8
429208,8
635756,8
945754,8
420578,8
722710,8
246783,8
982411,8
959943,8
227231,8
304840,8
286272,8
823458,8
518720,8
989935,8
123670,8
822059,8
182012,8
829533,8
91474,8
823482,8
262357,8
174098,8
926055,8
616551,8
427623,8
848082,8
394963,8
298472,8
322148,8
328829,8
922620,8
294863,8
749944,8
233870,8
77264,8
105485,8
897747,8
171306,8
87798,8
762122,8
229458,8
334183,8
633547,8
184207,8
736919,8
54147,8
325950,8
979110,8
45492,8
754176,8
688422,8
93239,8
24792,8
777150,8
623100,8
788756,8
935006,8
864276,8
991029,8
399056,8
633563,8
954338,8
336529,8
286205,8
399600,8
756317,8
842616,8
653594,8
462515,8
324558,8
24501,8
31388,8
857576,8
278259,8
332610,8
279433,8
752474,8
102215,8
771023,8
91156,8
183139,8
925239,8
339899,8
497141,8
423094,7
16800,7
249049,7
570505,7
12429,7
509560,7
931656,7
311429,7
791718,7
297476,7
248987,7
737766,7
683101,7
873509,7
183560,7
677550,7
562345,7
59129,7
918856,7
45225,7
736847,7
220972,7
692983,7
114890,7
260000,7
296441,7
882978,7
904531,7
773454,7
690593,7
341959,7
523949,7
692364,7
896705,7
992663,7
482088,7
116142,7
610761,7
94771,7
362893,7
4083,7
289921,7
374596,7
192781,7
741767,7
719516,7
33078,7
714996,7
754857,7
772124,7
924440,7
844456,7
705577,7
172124,7
74693,7
956996,7
294528,7
314582,7
922626,7
43239,7
737673,7
292394,7
898708,7
14745,7
556105,7
346421,7
769327,7
475405,7
916853,7
858117,7
371365,7
264303,7
239831,7
421298,7
886483,7
897759,7
499767,7
213097,7
38475,7
388830,7
349645,7
141208,7
846609,7
22674,7
943486,7
64789,7
931341,7
231674,7
803687,7
621669,7
798597,7
560032,7
689905,7
910600,7
983893,7
927570,7
198388,7
47673,7
914238,7
297930,7
418475,7
889338,7
50264,7
24743,7
426051,7
225682,7
683867,7
455394,7
944163,7
105342,7
805395,7
903387,7
70188,7
142322,7
457972,7
627232,7
432545,7
803257,7
904606,7
964686,7
785417,7
746869,7
944838,7
486366,7
42135,7
672592,7
234385,7
623723,7
977884,7
318463,7
39572,7
676250,7
746120,7
112801,7
847383,7
764422,7
412763,7
972436,7
318663,7
117527,7
632098,7
505984,7
646792,7
67759,7
459339,7
651391,7
375193,7
1089,7
205196,7
497307,7
631692,7
108616,7
33852,7
142340,7
121962,7
588318,7
548822,7
51565,7
647741,7
180022,7
7467,7
484835,7
376450,7
993618,7
812675,7
620231,7
555628,7
60467,7
796026,7
866845,7
311276,7
808188,7
563625,7
717963,7
903729,7
267614,7
784361,7
595183,7
463219,7
720081,7
249756,7
387708,7
408269,7
789293,7
521179,7
800124,7
985635,7
722179,7
230871,7
10768,7
948513,7
836212,7
115473,7
797280,7
95493,7
229759,7
812015,7
733914,7
381765,7
172301,7
716322,7
739087,7
877762,7
658299,7
162679,7
211762,7
43795,7
250893,7
85955,7
405650,7
25668,7
978115,7
612337,7
656275,7
15898,7
972349,7
830175,7
367338,7
829449,7
444586,7
166812,7
11150,7
669097,7
520935,7
377519,7
703047,7
358601,7
469019,7
374794,7
261911,7
987026,7
223069,7
986552,7
151973,7
880236,7
901200,7
47807,7
158769,7
809708,7
490447,7
694991,7
529453,7
477198,7
89030,7
716206,7
585773,7
181541,7
763521,7
384832,7
714536,7
94959,7
582038,7
47112,7
3696,7
924673,7
443039,7
594684,7
65353,7
454856,7
142209,7
600498,7
552219,7
396277,7
291985,7
76855,7
910116,7
962944,7
796536,7
475545,7
327921,7
583143,7
835439,7
35136,7
165139,7
183801,7
834635,7
212344,7
123929,7
865273,7
332137,7
504292,7
800777,7
552596,7
272338,7
642748,7
772484,7
396283,7
863173,7
718465,7
37612,7
611984,7
409395,7
485536,7
560504,7
511712,7
445490,7
641435,7
248335,7
596614,7
292062,7
66386,7
818568,7
248446,7
360786,7
306302,7
285618,7
702113,7
221183,7
283860,7
330014,7
461952,7
966213,7
243058,7
186805,7
941472,7
162319,7
356238,7
414461,7
692788,7
299788,7
694589,7
534770,7
592357,7
599230,7
854346,7
514443,7
363406,7
804286,7
146917,7
688504,7
271320,7
868583,7
899950,7
272284,7
955555,7
365178,7
358787,7
82096,7
200414,7
220792,7
70692,7
445620,7
971818,7
698808,7
721390,7
949056,7
96749,7
314162,7
741619,7
963918,7
802681,7
701626,7
771450,7
621338,7
695177,7
259082,7
335483,7
854907,7
218375,7
613788,7
887571,7
215865,7
178037,7
415211,7
872546,7
177396,7
669276,7
46051,7
68612,7
393032,7
478618,7
223366,7
517737,7
230754,7
236734,7
102221,7
37175,7
401869,7
864229,7
427632,7
713320,7
296551,7
366358,7
62863,7
675834,7
975381,7
148565,7
291899,7
417667,7
197452,7
511323,7
932503,7
349655,7
218394,7
159188,7
850278,7
387413,7
345809,7
251221,7
181035,7
778260,7
392363,7
489693,7
98235,7
619343,7
185925,7
590602,7
928765,7
261765,7
938414,7
837172,7
281539,7
289367,7
362049,7
686937,7
648547,7
451022,7
804212,7
898397,7
636205,7
208602,7
773163,7
988524,7
301852,7
780668,7
34767,7
657953,7
461557,7
751879,7
731844,7
643531,7
192348,7
99275,7
759539,7
785050,7
113209,7
67299,7
46988,7
672080,7
211597,7
298519,7
952140,7
223926,7
147887,7
495422,7
512784,7
157663,7
395080,7
859732,7
35551,7
614066,7
717534,7
396028,7
974966,7
362395,7
369514,7
449876,7
211049,7
994205,7
502739,7
617522,7
431280,7
583125,7
396815,7
520347,7
205194,7
535105,7
864651,7
751911,7
670225,7
472217,7
371200,7
775752,7
988463,7
516976,7
229862,7
581479,7
239072,7
831213,7
588065,7
680990,7
933229,7
565707,7
375924,7
258918,7
487214,7
241069,7
761195,7
561497,7
722998,7
11196,7
114532,7
820333,7
222501,7
626076,7
285836,7
174533,7
726641,7
522616,7
297587,7
983503,7
689743,7
507682,7
41643,7
705529,7
587720,7
574620,7
84475,7
643892,7
993966,7
557854,7
30721,7
982445,7
636334,7
641566,7
768222,7
954274,7
390527,7
904924,7
331041,7
841772,7
703583,7
839769,7
440917,7
856300,7
835433,7
413206,7
755205,7
823246,7
257153,7
493941,7
350537,7
211494,7
953412,7
676575,7
855530,7
398694,7
285645,7
821573,7
394195,7
5865,7
765904,7
932088,7
501057,7
453591,7
339556,7
999274,7
427139,7
805194,7
435605,7
288361,7
867217,7
706426,7
575659,7
124664,7
110559,7
993344,7
877135,7
612739,7
948474,7
72848,7
589122,7
644701,7
98500,7
362267,7
569398,7
439359,7
56524,7
624591,7
432043,7
727160,7
650820,7
421286,7
781798,7
967025,7
187296,7
413588,7
886707,7
37448,7
339090,7
897998,7
162536,7
949937,7
707808,7
361314,7
432930,7
984641,7
353873,7
30568,7
722949,7
158329,7
454957,7
509339,7
200058,7
543440,7
955491,7
293467,7
890641,7
826828,7
935095,7
255284,7
516212,7
74739,7
